Product_sku_0,Place_name_0,Total_Price_0,Price_per_meter_0,Land_Area_0,Certificate_0,Land_Dimensions_0,Property_Type_0,Ad_Type_0,Place_PostalAddress_addressLocality_0,BreadcrumbList_ListItem_name_2,BreadcrumbList_ListItem_name_3,Product_description_0
,"Tanah di Pulo Gadung, Luas 300m², Lokasi Potensial, Lingkungan Nyaman, Kontur Datar","Rp4,8 Miliar Total",lebih hemat,LT300 m²,SHM,,,,"Pulo Gadung, Jakarta Timur",Jakarta Timur,pulo gadung,
,"PRIME LOCATION! Tanah Kawasan Jakarta Garden City, Luas 1000m², Cocok untuk Investasi",Rp17 Miliar Total,Harga per m² Rp.17 Juta,LT1000 m²,Lainnya,,,,"Jakarta Garden City, Jakarta Timur",Jakarta Timur,"Cakung,",
,"Tanah Area Prospektif Kawasan Cipinang, Luas 715m², Akses ke Fasilitas Umum",Rp13 Miliar Total,"Harga per m² Rp.18,1 Juta",LT715 m²,SHM,,,,"Cipinang, Jakarta Timur",Jakarta Timur,pulo gadung,
,"Tanah Kawasan Cibubur, Luas 137m², Area Potensial, Kawasan Asri, Bebas Banjir",Rp753 Juta Total,lebih hemat,LT137 m²,SHM,,,,"Cibubur, Jakarta Timur",Jakarta Timur,ciracas,
,"Tanah Bisnis Kawasan Kramat Jati, Luas 7383m², Lokasi Strategis",Rp107 Miliar Total,"Harga per m² Rp.14,4 Juta",LT7383 m²,Lainnya,,,,"Kramat Jati, Jakarta Timur",Jakarta Timur,kramat jati,
,"Tanah di Cakung, Luas 208m², Lokasi Strategis, Kawasan Asri","Rp2,7 Miliar Total",Harga per m² Rp.13 Juta,LT208 m²,Lainnya,,,,"Cakung, Jakarta Timur",Jakarta Timur,Cakung,
,"Dijual Tanah Kawasan Komersial Kawasan Cakung, Luas 338m², Potensi Bagus","Rp4,22 Miliar Total","Harga per m² Rp.12,5 Juta",LT338 m²,SHM,,,,"Cakung, Jakarta Timur",Jakarta Timur,Cakung,
,"Tanah Strategis di Cakung, Luas 333m², Cocok untuk Perumahan","Rp4,32 Miliar Total",Harga per m² Rp.13 Juta,LT333 m²,SHM,,,,"Cakung, Jakarta Timur",Jakarta Timur,Cakung,
,"PROSPEKTIF! Tanah Kawasan Cakung, Luas 170m², Area Berkembang","Rp2,04 Miliar Total",Harga per m² Rp.12 Juta,LT170 m²,Lainnya,,,,"Cakung, Jakarta Timur",Jakarta Timur,Cakung,
,"Tanah di Cakung, Luas 157m², Lokasi Premium","Rp1,8 Miliar Total","Harga per m² Rp.11,4 Juta",LT157 m²,Lainnya,,,,"Cakung, Jakarta Timur",Jakarta Timur,Cakung,
,"Tanah Lokasi Prima Kawasan Cakung, Luas 700m², Kawasan Asri, Dekat Cakung, Jakarta Timur, Jakarta Timur",Rp18 Juta Total,"Harga per m² Rp.25,7 Ribu",LT700 m²,SHM,,,,"Cakung, Jakarta Timur",Jakarta Timur,Cakung,
,"Tanah Area Prospektif di Duren Sawit, Luas 400m², Akses ke Pusat Kota","Rp3,99 Miliar Total","Harga per m² Rp.9,97 Juta",LT400 m²,SHM,,,,"Duren Sawit, Jakarta Timur",Jakarta Timur,duren sawit,
,"Jual Tanah Kawasan Cililitan, Luas 1000m², Lokasi Strategis, Kontur Datar","Rp4,5 Miliar Total",Harga per m² Rp.450 Juta,LT1000 m²,Lainnya,,,,"Cililitan, Kramat Jati, Jakarta Timur",Jakarta Timur,kramat jati,
,"Jual Tanah Lokasi Prima Kawasan Cakung, Luas 284m², Akses Cakung, Jakarta Timur, Jakarta Timur","Rp4,26 Miliar Total",Harga per m² Rp.15 Juta,LT284 m²,SHM,,,,"Cakung, Jakarta Timur",Jakarta Timur,Cakung,
,"Dijual Tanah di Halim Perdana Kusuma, Luas 1105m², Lokasi Potensial, Kontur Rata","Rp10,5 Miliar Total","Harga per m² Rp.9,5 Juta",LT1105 m²,SHM,,,,"Halim Perdana Kusuma, Jakarta Timur",Jakarta Timur,makasar,
,"Tanah Kawasan Kramat Jati, Luas 7383m2m², Area Berkembang",Rp162 Miliar Total,Harga per m² Rp.22 Juta,LT7383 m²,SHM,,,,"Kramat Jati, Jakarta Timur",Jakarta Timur,kramat jati,
,"Tanah Lokasi Strategis di Pulo Asem, Luas 450m², Kawasan Nyaman, Akses Pulo Asem, Jakarta Timur, Jakarta Timur","Rp7,5 Miliar Total","Harga per m² Rp.16,6 Juta",LT450 m²,Lainnya,,,,"Pulo Asem, Jakarta Timur",Jakarta Timur,Pulo Asem,
,"Tanah Bisnis Kawasan Cakung, Luas 175m², Lokasi Strategis",Rp437 Miliar Total,"Harga per m² Rp.2,5 Miliar",LT175 m²,SHM,,,,"Cakung, Jakarta Timur",Jakarta Timur,Cakung,
,"Jual Tanah Area Premium Kawasan Cakung, Luas 700m², Prospek Bagus",Rp11 Triliun Total,"Harga per m² Rp.15,7 Miliar",LT700 m²,SHM,,,,"Cakung, Jakarta Timur",Jakarta Timur,Cakung,
,"HARGA MENARIK! Tanah Kawasan Pondok Kelapa, Luas 73m², Kawasan Berkembang, Bebas Banjir",Rp657 Juta Total,Harga per m² Rp.9 Juta,LT73 m²,SHM,,,,"Pondok Kelapa, Jakarta Timur",Jakarta Timur,duren sawit,
,"Jual Tanah Lokasi Prima Kawasan , Luas 450m2m², Dekat Jakarta Timur, Jakarta Timur","Rp2,47 Miliar Total",lebih hemat,LT450 m²,Lainnya,,,,"Cibubur, Jakarta Timur",Jakarta Timur,ciracas,
,"Tanah Potensial di , Luas 450m2m², Pinggir Jalan","Rp2,47 Miliar Total",lebih hemat,LT450 m²,Lainnya,,,,"Cibubur, Jakarta Timur",Jakarta Timur,ciracas,
,"LOKASI STRATEGIS! Tanah di Kota Wisata, Luas 284m², Lingkungan Asri, Cocok untuk Hunian","Rp2,35 Miliar Total",lebih hemat,LT284 m²,Lainnya,,,,"Kota Wisata, Jakarta Timur",Jakarta Timur,Kota Wisata,
,"HARGA TERBAIK! Tanah di Cibubur, Luas 500m², Jalur Strategis, Cocok untuk Hunian",Rp11 Miliar Total,Harga per m² Rp.22 Juta,LT500 m²,Lainnya,,,,"Cibubur, Jakarta Timur",Jakarta Timur,ciracas,
,"HARGA MENARIK! Tanah Kawasan Pondok Bambu, Luas 180m², Kawasan Berkembang","Rp1,85 Miliar Total","Harga per m² Rp.10,3 Juta",LT180 m²,SHM,,,,"Pondok Bambu, Jakarta Timur",Jakarta Timur,duren sawit,
,"Dijual Tanah Kawasan Cakung, Luas 5410m², Kawasan Asri",Rp73 Miliar Total,"Harga per m² Rp.13,5 Juta",LT5410 m²,SHM,,,,"Cakung, Jakarta Timur",Jakarta Timur,Cakung,
,"Tanah di Pondok Bambu, Luas 2200m², Area Strategis, Lingkungan Nyaman",Rp374 Juta Total,Harga per m² Rp.17 Juta,LT2200 m²,Lainnya,,,,"Pondok Bambu, Jakarta Timur",Jakarta Timur,duren sawit,
,"Tanah di Cakung, Luas 448m², Akses Mudah, Area Berkembang","Rp2,25 Miliar Total","Harga per m² Rp.5,02 Juta",LT448 m²,SHM,,,,"Cakung, Jakarta Timur",Jakarta Timur,Cakung,
,"Dijual Tanah Kawasan Cipayung, Luas 488m², Lokasi Potensial, Kontur Rata","Rp6,5 Miliar Total","Harga per m² Rp.13,3 Juta",LT488 m²,SHM,,,,"Cipayung, Jakarta Timur",Jakarta Timur,cipayung,
,"Tanah Area Strategis di Pondok Kelapa, Luas 357m², Cocok untuk Pengembangan","Rp15,3 Miliar Total","Harga per m² Rp.4,3 Miliar",LT357 m²,SHM,,,,"Pondok Kelapa, Jakarta Timur",Jakarta Timur,duren sawit,
,"Tanah Kawasan Bisnis di Cipinang, Luas 276m², Cocok untuk Pengembangan","Rp9,38 Miliar Total","Harga per m² Rp.3,4 Miliar",LT276 m²,SHM,,,,"Cipinang, Jakarta Timur",Jakarta Timur,pulo gadung,
,"Tanah di Cakung, Luas 286m², Lokasi Strategis, Kawasan Asri, Kontur Datar","Rp3,14 Miliar Total",Harga per m² Rp.11 Juta,LT286 m²,Lainnya,,,,"Cakung, Jakarta Timur",Jakarta Timur,Cakung,
,"AREA PROSPEKTIF! Tanah Kawasan Pondok Kelapa, Luas 281m², Dekat Transportasi","Rp4,35 Miliar Total","Harga per m² Rp.15,5 Juta",LT281 m²,SHM,,,,"Pondok Kelapa, Jakarta Timur",Jakarta Timur,duren sawit,
,"Tanah Kawasan Komersial Kawasan Jakarta Garden City, Luas 249m², Cocok untuk Investasi","Rp3,48 Miliar Total",Harga per m² Rp.14 Juta,LT249 m²,Lainnya,,,,"Jakarta Garden City, Jakarta Timur",Jakarta Timur,"Cakung,",
,"Tanah Lokasi Prima di Jakarta Garden City, Luas 249m², Kawasan Asri, Akses Jakarta Garden City, Jakarta Timur, Jakarta Timur","Rp3,48 Miliar Total",Harga per m² Rp.14 Juta,LT249 m²,Hak Sewa,,,,"Jakarta Garden City, Jakarta Timur",Jakarta Timur,"Cakung,",
,"Tanah Lokasi Prima Kawasan Cakung, Luas 208m², Lingkungan Nyaman, Akses Cakung, Jakarta Timur, Jakarta Timur","Rp2,39 Miliar Total","Harga per m² Rp.11,5 Juta",LT208 m²,Lainnya,,,,"Cakung, Jakarta Timur",Jakarta Timur,Cakung,
,"LOKASI STRATEGIS! Tanah Kawasan Jakarta Garden City, Luas 1000m², Lingkungan Nyaman, Cocok untuk Hunian","Rp16,6 Miliar Total","Harga per m² Rp.16,6 Juta",LT1000 m²,Lainnya,,,,"Jakarta Garden City, Jakarta Timur",Jakarta Timur,"Cakung,",
,"Tanah Strategis di Cibubur, Luas 8000m², Ideal untuk Perumahan",Rp20 Miliar Total,"Harga per m² Rp.2,5 Juta",LT8000 m²,SHM,,,,"Cibubur, Jakarta Timur",Jakarta Timur,ciracas,
,"Tanah Area Prospektif di Jakarta Garden City, Luas 249m², Akses ke Fasilitas Umum","Rp3,7 Miliar Total","Harga per m² Rp.14,8 Juta",LT249 m²,Lainnya,,,,"Jakarta Garden City, Jakarta Timur",Jakarta Timur,"Cakung,",
,"Tanah Kawasan Cakung, Luas 315m², Kawasan Prospektif, Akses Cakung, Jakarta Timur, Jakarta Timur","Rp3,3 Miliar Total","Harga per m² Rp.10,4 Juta",LT315 m²,Lainnya,,,,"Cakung, Jakarta Timur",Jakarta Timur,Cakung,
,"Tanah Strategis Kawasan Rawamangun, Luas 133m², Cocok untuk Investasi","Rp2,92 Miliar Total",Harga per m² Rp.22 Juta,LT133 m²,SHM,,,,"Rawamangun, Jakarta Timur",Jakarta Timur,pulo gadung,
,"Tanah di Duren Sawit, Luas 382m², Status SHM, Akses Duren Sawit, Jakarta Timur, Jakarta Timur","Rp3,05 Miliar Total",lebih hemat,LT382 m²,SHM,,,,"Duren Sawit, Jakarta Timur",Jakarta Timur,duren sawit,
,"Jual Tanah di Jakarta Garden City, Luas 402m², Lokasi Strategis, Kontur Rata","Rp4,02 Miliar Total",lebih hemat,LT402 m²,Lainnya,,,,"Jakarta Garden City, Jakarta Timur",Jakarta Timur,"Cakung,",
,"LOKASI STRATEGIS! Tanah Kawasan Pondok Kelapa, Luas 357m², Kawasan Potensial, Cocok untuk Hunian",Rp12 Juta Total,"Harga per m² Rp.33,6 Ribu",LT357 m²,SHM,,,,"Pondok Kelapa, Jakarta Timur",Jakarta Timur,duren sawit,
,"Tanah Area Potensial di Pondok Bambu, Luas 180m², Kawasan Asri, Akses Pondok Bambu, Jakarta Timur, Jakarta Timur","Rp1,85 Miliar Total","Harga per m² Rp.10,2 Juta",LT180 m²,SHM,,,,"Pondok Bambu, Jakarta Timur",Jakarta Timur,duren sawit,
,"Jual Tanah Kawasan Cipinang, Luas 201m², Lokasi Potensial, Kontur Datar","Rp2,75 Miliar Total","Harga per m² Rp.13,6 Juta",LT201 m²,SHM,,,,"Cipinang, Jakarta Timur",Jakarta Timur,pulo gadung,
,"For Sale Tanah Kawasan Rawamangun, Luas 528m², Dekat Rawamangun, Jakarta Timur, Jakarta Timur",Rp10 Miliar Total,lebih hemat,LT528 m²,SHM,,,,"Rawamangun, Jakarta Timur",Jakarta Timur,pulo gadung,
,"PRIME LOCATION! Tanah Kawasan Pondok Kelapa, Luas 9000m², Ideal untuk Investasi",Rp50 Miliar Total,lebih hemat,LT9000 m²,SHM,,,,"Pondok Kelapa, Jakarta Timur",Jakarta Timur,duren sawit,
,"Tanah Area Berkembang di Jakarta Garden City, Luas 165m², Dekat ke Pusat Kota, Lingkungan Nyaman","Rp1,89 Miliar Total",lebih hemat,LT165 m²,Lainnya,,,,"Jakarta Garden City, Jakarta Timur",Jakarta Timur,"Cakung,",
,"For Sale Tanah di Cibubur, Luas 124m², Lokasi Potensial","Rp1,25 Miliar Total",Harga per m² Rp.10 Juta,LT124 m²,SHM,,,,"Cibubur, Jakarta Timur",Jakarta Timur,ciracas,
,"LOKASI STRATEGIS! Tanah di Cakung, Luas 700m², Lingkungan Nyaman, Cocok untuk Investasi","Rp12,6 Miliar Total",Harga per m² Rp.18 Juta,LT700 m²,SHM,,,,"Cakung, Jakarta Timur",Jakarta Timur,Cakung,
,"Tanah Area Prospektif Kawasan Pulogebang, Luas 710m², Dekat ke Fasilitas","Rp6,39 Miliar Total",lebih hemat,LT710 m²,SHM,,,,"Pulogebang, Jakarta Timur",Jakarta Timur,Pulogebang,
,"LOKASI STRATEGIS! Tanah Kawasan Cibubur, Luas 80000m², Area Asri, Cocok untuk Hunian",Rp480 Miliar Total,Harga per m² Rp.6 Juta,LT80000 m²,Lainnya,,,,"Cibubur, Jakarta Timur",Jakarta Timur,ciracas,
,"Tanah Lokasi Premium di Pulo Gadung, Luas 7602m², Ideal untuk Bisnis",Rp76 Miliar Total,Harga per m² Rp.10 Juta,LT7602 m²,SHM,,,,"Pulo Gadung, Jakarta Timur",Jakarta Timur,pulo gadung,
,"PROSPEKTIF! Tanah Kawasan Kalimalang, Luas 1390m², Lokasi Strategis",Rp22 Miliar Total,"Harga per m² Rp.15,8 Juta",LT1390 m²,SHM,,,,"Kalimalang, Jakarta Timur",Jakarta Timur,Kalimalang,
,"Tanah Area Berkembang Kawasan Pondok Kelapa, Luas 1485m², Akses ke Fasilitas","Rp9,65 Miliar Total",lebih hemat,LT1485 m²,SHM,,,,"Pondok Kelapa, Jakarta Timur",Jakarta Timur,duren sawit,
,"Tanah di Penggilingan, Luas 7100m², Status SHM, Akses Penggilingan, Jakarta Timur, Jakarta Timur","Rp99,4 Miliar Total",Harga per m² Rp.14 Juta,LT7100 m²,Lainnya,,,,"Penggilingan, Cakung, Jakarta Timur",Jakarta Timur,Cakung,
,"Tanah Kawasan Cakung, Luas 5844m², Lokasi Premium",Rp35 Miliar Total,lebih hemat,LT5844 m²,HGB,,,,"Cakung, Jakarta Timur",Jakarta Timur,Cakung,
,"Tanah di Bambu Apus, Luas 1015m², Lokasi Strategis",Rp14 Miliar Total,"Harga per m² Rp.13,7 Juta",LT1015 m²,SHM,,,,"Bambu Apus, Jakarta Timur",Jakarta Timur,cipayung,
,"AREA PROSPEKTIF! Tanah di Jatinegara, Luas 210m², Dekat Transportasi","Rp3,9 Miliar Total","Harga per m² Rp.18,5 Juta",LT210 m²,HGB,,,,"Jatinegara, Jakarta Timur",Jakarta Timur,cakung,
,"Tanah Kawasan Kramat Jati, Luas 250m2m², Jalur Strategis","Rp3,25 Miliar Total",Harga per m² Rp.13 Juta,LT250 m²,SHM,,,,"Kramat Jati, Jakarta Timur",Jakarta Timur,kramat jati,
,"Tanah Area Berkembang di Cipayung, Luas 4478m², Lingkungan Asri, Akses Cipayung, Jakarta Timur, Jakarta Timur","Rp14,7 Miliar Total","Harga per m² Rp.3,3 Juta",LT4478 m²,SHM,,,,"Cipayung, Jakarta Timur",Jakarta Timur,cipayung,
,"HARGA TERBAIK! Tanah Kawasan Duren Sawit, Luas 140m², Area Premium",Rp699 Juta Total,"Harga per m² Rp.4,99 Juta",LT140 m²,Lainnya,,,,"Duren Sawit, Jakarta Timur",Jakarta Timur,duren sawit,
,"Tanah Lokasi Potensial Kawasan Pondok Kelapa, Luas 357m², Dekat ke Fasilitas Umum",Rp12 Juta Total,"Harga per m² Rp.33,6 Ribu",LT357 m²,SHM,,,,"Pondok Kelapa, Jakarta Timur",Jakarta Timur,duren sawit,
,"Jual Tanah Area Premium Kawasan Duren Sawit, Luas 1008m², Prospek Bagus",Rp8 Juta Total,"Harga per m² Rp.7,93 Ribu",LT1008 m²,SHM,,,,"Duren Sawit, Jakarta Timur",Jakarta Timur,duren sawit,
,"Tanah Kawasan Pulogebang, Luas 1500m², Akses Strategis, Area Prospektif",Rp900 Juta Total,Harga per m² Rp.600 Ribu,LT1500 m²,Lainnya,,,,"Pulogebang, Jakarta Timur",Jakarta Timur,Pulogebang,
,"Dijual Tanah Kawasan Citra Grand, Luas 245m², Akses Strategis","Rp2,2 Miliar Total",lebih hemat,LT245 m²,Lainnya,,,,"Citra Grand, Jakarta Timur",Jakarta Timur,Citra Grand,
,"HARGA MENARIK! Tanah Kawasan Kota Wisata, Luas 240m², Lokasi Potensial","Rp3,6 Miliar Total",Harga per m² Rp.15 Juta,LT240 m²,Lainnya,,,,"Kota Wisata, Jakarta Timur",Jakarta Timur,Kota Wisata,
,"Tanah Kawasan Rawamangun, Luas 859m², Sertifikat SHM, Akses Rawamangun, Jakarta Timur, Jakarta Timur",Rp35 Miliar Total,"Harga per m² Rp.40,7 Juta",LT859 m²,SHM,,,,"Rawamangun, Jakarta Timur",Jakarta Timur,pulo gadung,
,"PENAWARAN MENARIK! Tanah di Cakung, Luas 4300m², Area Berkembang","Rp38,7 Miliar Total",lebih hemat,LT4300 m²,Lainnya,,,,"Cakung, Jakarta Timur",Jakarta Timur,Cakung,
,"LOKASI PREMIUM! Tanah Kawasan Cawang, Luas 1277m², Ideal untuk Investasi",Rp35 Miliar Total,"Harga per m² Rp.27,4 Juta",LT1277 m²,Lainnya,,,,"Cawang, Jakarta Timur",Jakarta Timur,kramat jati,
,"PRIME LOCATION! Tanah di Pondok Kelapa, Luas 345m², Cocok untuk Investasi","Rp2,9 Miliar Total","Harga per m² Rp.8,4 Juta",LT345 m²,SHM,,,,"Pondok Kelapa, Jakarta Timur",Jakarta Timur,duren sawit,
,"LOKASI STRATEGIS! Tanah di Duren Sawit, Luas 2200m², Area Asri, Cocok untuk Investasi",Rp374 Juta Total,Harga per m² Rp.17 Juta,LT2200 m²,Lainnya,,,,"Duren Sawit, Jakarta Timur",Jakarta Timur,duren sawit,
,"Tanah di Pondok Bambu, Luas 1897m², Dekat Jalan Utama, Area Prospektif","Rp22,7 Miliar Total",lebih hemat,LT1897 m²,SHM,,,,"Pondok Bambu, Jakarta Timur",Jakarta Timur,duren sawit,
,"Dijual Tanah Area Strategis di Pondok Kelapa, Luas 450m², Prospek Bagus","Rp5,85 Miliar Total",Harga per m² Rp.13 Juta,LT450 m²,SHM,,,,"Pondok Kelapa, Jakarta Timur",Jakarta Timur,duren sawit,
,"LOKASI STRATEGIS! Tanah di Pondok Kelapa, Luas 480m², Area Nyaman, Cocok untuk Hunian","Rp4,6 Miliar Total","Harga per m² Rp.9,6 Juta",LT480 m²,SHM,,,,"Pondok Kelapa, Jakarta Timur",Jakarta Timur,duren sawit,
,"Tanah Kawasan Kramat Jati, Luas 7383m², Dekat Kramat Jati, Jakarta Timur, Jakarta Timur",Rp85 Miliar Total,lebih hemat,LT7383 m²,Lainnya,,,,"Kramat Jati, Jakarta Timur",Jakarta Timur,kramat jati,
,"Tanah Area Berkembang Kawasan Cakung, Luas 553m², Dekat ke Pusat Kota",Rp18 Miliar Total,"Harga per m² Rp.32,5 Juta",LT553 m²,SHM,,,,"Cakung, Jakarta Timur",Jakarta Timur,Cakung,
,"Tanah Premium Kawasan Cibubur, Luas 200000m², Akses Cibubur, Jakarta Timur, Jakarta Timur","Rp1,2 Triliun Total",Harga per m² Rp.6 Juta,LT200000 m²,SHM,,,,"Cibubur, Jakarta Timur",Jakarta Timur,ciracas,
,"AREA PROSPEKTIF! Tanah Kawasan Pulogebang, Luas 2500m², Akses Transportasi, Kawasan Potensial",Rp7 Juta Total,"Harga per m² Rp.2,8 Ribu",LT2500 m²,SHM,,,,"Pulogebang, Jakarta Timur",Jakarta Timur,Pulogebang,
,"Tanah Area Berkembang di Duren Sawit, Luas 396m², Akses ke Pusat Kota","Rp6,34 Miliar Total",Harga per m² Rp.16 Juta,LT396 m²,Lainnya,,,,"Duren Sawit, Jakarta Timur",Jakarta Timur,duren sawit,
,"Tanah Komersial Kawasan Buaran, Luas 229m², Akses Mudah","Rp2,7 Miliar Total","Harga per m² Rp.11,7 Juta",LT229 m²,Lainnya,,,,"Buaran, Jakarta Timur",Jakarta Timur,Buaran,
,"HARGA TERBAIK! Tanah di Duren Sawit, Luas 1008m², Area Potensial",Rp8 Juta Total,"Harga per m² Rp.7,93 Ribu",LT1008 m²,SHM,,,,"Duren Sawit, Jakarta Timur",Jakarta Timur,duren sawit,
,"Tanah Bisnis Kawasan Citra Grand, Luas 280m², Lokasi Strategis",Rp9 Juta Total,"Harga per m² Rp.32,1 Ribu",LT280 m²,Lainnya,,,,"Citra Grand, Jakarta Timur",Jakarta Timur,Citra Grand,
,"Tanah Premium Kawasan Kramat Jati, Luas 943m², Dekat Kramat Jati, Jakarta Timur, Jakarta Timur","Rp8,01 Miliar Total","Harga per m² Rp.8,5 Juta",LT943 m²,SHM,,,,"Kramat Jati, Jakarta Timur",Jakarta Timur,kramat jati,
,"Tanah di Cakung, Luas 336m², Area Strategis, Lingkungan Nyaman","Rp4,03 Miliar Total",Harga per m² Rp.12 Juta,LT336 m²,Lainnya,,,,"Cakung, Jakarta Timur",Jakarta Timur,Cakung,
,"AREA PROSPEKTIF! Tanah Kawasan Cakung, Luas 336m², Dekat Transportasi, Kawasan Potensial","Rp4,03 Miliar Total",Harga per m² Rp.12 Juta,LT336 m²,Lainnya,,,,"Cakung, Jakarta Timur",Jakarta Timur,Cakung,
,"Tanah Kawasan Cakung, Luas 336m², Jalur Strategis","Rp4,03 Miliar Total",Harga per m² Rp.12 Juta,LT336 m²,Lainnya,,,,"Cakung, Jakarta Timur",Jakarta Timur,Cakung,
,"Tanah Lokasi Premium Kawasan Cakung, Luas 336m², Akses ke Pusat Kota","Rp4,03 Miliar Total",Harga per m² Rp.12 Juta,LT336 m²,Lainnya,,,,"Cakung, Jakarta Timur",Jakarta Timur,Cakung,
,"Dijual Tanah di Penggilingan, Luas 160m², Area Potensial","Rp1,2 Miliar Total",lebih hemat,LT160 m²,Lainnya,,,,"Penggilingan, Cakung, Jakarta Timur",Jakarta Timur,Cakung,
,"Tanah Kawasan Cawang, Luas 1945m², Area Strategis, Lingkungan Nyaman, Kontur Datar",Rp55 Miliar Total,"Harga per m² Rp.28,2 Juta",LT1945 m²,SHM,,,,"Cawang, Jakarta Timur",Jakarta Timur,kramat jati,
,"LOKASI STRATEGIS! Tanah di Duren Sawit, Luas 591m², Area Nyaman, Cocok untuk Hunian",Rp13 Miliar Total,"Harga per m² Rp.22, Juta",LT591 m²,SHM,,,,"Duren Sawit, Jakarta Timur",Jakarta Timur,duren sawit,
,"Tanah Area Prospektif di Cipayung, Luas 151m², Dekat ke Pusat Kota",Rp750 Juta Total,lebih hemat,LT151 m²,Lainnya,,,,"Cipayung, Jakarta Timur",Jakarta Timur,cipayung,
,"Tanah Potensial Kawasan Cakung, Luas 448m², Pinggir Jalan","Rp2,24 Miliar Total",Harga per m² Rp.5 Juta,LT448 m²,SHM,,,,"Cakung, Jakarta Timur",Jakarta Timur,Cakung,
,"Tanah Strategis Kawasan Pondok Kelapa, Luas 357m², Dekat Pondok Kelapa, Jakarta Timur, Jakarta Timur","Rp42,8 Juta Total",Harga per m² Rp.12 Juta,LT357 m²,SHM,,,,"Pondok Kelapa, Jakarta Timur",Jakarta Timur,duren sawit,
,"Dijual Tanah Kawasan Pulogebang, Luas 105m², Lokasi Strategis, Kontur Rata",Rp840 Juta Total,Harga per m² Rp.8 Juta,LT105 m²,Lainnya,,,,"Pulogebang, Jakarta Timur",Jakarta Timur,Pulogebang,
,"PRIME LOCATION! Tanah Kawasan Penggilingan, Luas 160m2m², Ideal untuk Investasi","Rp1,4 Miliar Total","Harga per m² Rp.8,75 Juta",LT160 m²,Lainnya,,,,"Penggilingan, Cakung, Jakarta Timur",Jakarta Timur,Cakung,
,"Jual Tanah Lokasi Prima di Pondok Kelapa, Luas 1485m², Dekat Pondok Kelapa, Jakarta Timur, Jakarta Timur","Rp10,4 Miliar Total",lebih hemat,LT1485 m²,SHM,,,,"Pondok Kelapa, Jakarta Timur",Jakarta Timur,duren sawit,
,"Tanah Area Berkembang di Cakung, Luas 15861m², Akses ke Pusat Kota, Dekat Cakung, Jakarta Timur, Jakarta Timur",Rp134 Miliar Total,"Harga per m² Rp.8,5 Juta",LT15861 m²,Lainnya,,,,"Cakung, Jakarta Timur",Jakarta Timur,Cakung,
,"Tanah Kawasan Cakung, Luas 15861m², Kawasan Bisnis",Rp134 Miliar Total,"Harga per m² Rp.8,5 Juta",LT15861 m²,Lainnya,,,,"Cakung, Jakarta Timur",Jakarta Timur,Cakung,
,"Dijual Tanah di Rawamangun, Luas 6200m², Akses Strategis","Rp99,2 Miliar Total",Harga per m² Rp.16 Juta,LT6200 m²,Lainnya,,,,"Rawamangun, Jakarta Timur",Jakarta Timur,pulo gadung,
,"PROSPEKTIF! Tanah Kawasan Duren Sawit, Luas 266m², Lokasi Strategis",Rp4 Miliar Total,Harga per m² Rp.15 Juta,LT266 m²,SHM,,,,"Duren Sawit, Jakarta Timur",Jakarta Timur,duren sawit,
,"Jual Tanah Lokasi Strategis Kawasan Kramat Jati, Luas 650m², Dekat Kramat Jati, Jakarta Timur, Jakarta Timur",Rp18 Miliar Total,"Harga per m² Rp.27,6 Juta",LT650 m²,SHM,,,,"Kramat Jati, Jakarta Timur",Jakarta Timur,kramat jati,
,"Tanah Kawasan Cibubur, Luas 244m², Akses Fasilitas, Ideal untuk Properti","Rp2,44 Miliar Total",Harga per m² Rp.10 Juta,LT244 m²,Lainnya,,,,"Cibubur, Jakarta Timur",Jakarta Timur,ciracas,
,"Tanah di Cibubur, Luas 1624m², Area Strategis, Lingkungan Nyaman, Bebas Banjir","Rp6,49 Miliar Total",lebih hemat,LT1624 m²,SHM,,,,"Cibubur, Jakarta Timur",Jakarta Timur,ciracas,
,"POTENSIAL! Tanah di Pasar Rebo, Luas 98m², Lokasi Strategis",Rp607 Juta Total,"Harga per m² Rp.6,2 Juta",LT98 m²,Lainnya,,,,"Pasar Rebo, Jakarta Timur",Jakarta Timur,Pasar Rebo,
,"AREA PROSPEKTIF! Tanah Kawasan Citra Grand, Luas 371m², Dekat Transportasi, Kawasan Berkembang","Rp2,96 Miliar Total",lebih hemat,LT371 m²,Lainnya,,,,"Citra Grand, Jakarta Timur",Jakarta Timur,Citra Grand,
,"Tanah Komersial di Cibubur, Luas 6000m², Lokasi Strategis",Rp54 Miliar Total,lebih hemat,LT6000 m²,SHM,,,,"Cibubur, Jakarta Timur",Jakarta Timur,ciracas,
,"LOKASI PREMIUM! Tanah Kawasan Matraman, Luas 400m², Tepi Jalan Utama",Rp240 Juta Total,lebih hemat,LT400 m²,Lainnya,,,,"Cawang, Matraman, Jakarta Timur",Jakarta Timur,Matraman,
,"Tanah Lokasi Prima di Ciracas, Luas 420m², Kawasan Nyaman, Akses Ciracas, Jakarta Timur, Jakarta Timur",Rp252 Juta Total,Harga per m² Rp.600 Ribu,LT420 m²,Lainnya,,,,"Cawang, Ciracas, Jakarta Timur",Jakarta Timur,ciracas,
