Product_sku_0,Place_name_0,Total_Price_0,Price_per_meter_0,Land_Area_0,Certificate_0,Land_Dimensions_0,Property_Type_0,Ad_Type_0,Place_PostalAddress_addressLocality_0,BreadcrumbList_ListItem_name_2,BreadcrumbList_ListItem_name_3,Product_description_0
las8706558,"Kavling Di Cluster The Piano at Golf Island PIK, Kota Jakarta Utara","Rp 6,25 Miliar Total",Rp 25 Juta /m²,250 m² (25x10m),Lainnya,25x10 m,Tanah,Dijual,"Pantai Indah Kapuk 2, Jakarta Utara",Jakarta Utara,Pantai Indah Kapuk 2,"Pantai Indah Kapuk PIK Golf Island
Cluster The Piano Hadap Danau

Spesifikasinya:
Luas tanah 250 m2 (10 x 25m)
Posisi kavling Hadap Utara
Type Badan
Hadap Danau


Harga jual Rp 25.000.000,- / meter (nego)


Cluster The Piano berlokasi strategis di dalam kota mandiri Golf Island PIK, Kota Jakarta Utara. Memiliki kemudahan akses melalui exit Tol JORR yang hanya berjarak 8 menit saja.

Selain itu, dapat juga diakses dengan transportasi umum yaitu Transjakarta. Sehingga penghuni dapat lebih mudah untuk menuju pusat kota Jakarta.

Fasilitas

Fasilitas yang tersedia di dalam clutser The Piano sangat lengkap dan dapat menunjang aktivitas sehari-hari penghuni. Tersedia fasilitas playground anak, jogging track, area terbuka hijau yang luas lengkap dengan danau yang indah.

Untuk fasilitas keamanan, cluster ini memiliki satu akses pintu masuk dengan sistem keamanan 24 jam. Selain itu, berdekatan dengan pusat perbelanjaan, food hall, rumah sakit, serta instansi pendidikan."
las8759977,Kavling hunian mewah Pasir Putih 6 PIK 2,"Rp 5,62 Miliar Total","Rp 22,5 Juta /m²",250 m² (25x10m),PPJB,25x10 m,Tanah,Dijual,"Pantai Indah Kapuk 2, Jakarta Utara",Jakarta Utara,Pantai Indah Kapuk 2,"Dijual cepat kavling hunian Pasir Putih 6 PIK 2
Ukuran: 10x25
siap bangun
Harga: Rp.22.500.000,- per meter (nego)

#pik2 #PIK2

Jual-Beli-Sewa-Property:
ANDRE 08213355xxxxWA)

Https://api.whatsapp.com/send?phone=628213xxxxxxx
Thank You."
las8769722,Kavling Eksklusif Puri Indah Blok J - Luas 250m2,Rp 8 Miliar Total,Rp 32 Juta /m²,250 m² (25x10m),HGB,25x10 m,Tanah,Dijual,"Puri Indah, Jakarta Barat",Jakarta Barat,Puri Indah,"Dijual Kavling Eksklusif
Puri Indah Blok J

Depannya tanah kosong

Luas Tanah 250 m2
Lebar 10 meter x panjang 25 meter
Hadap Utara
Sertifikat HGB

Untuk Informasi dan Survey Hubungi :
Frisca  08138887xxxx

Update properti dan informasi cek :
Instagram: @frisca.interpro
Website: www.interpro.id

Interpro Properti
Jakarta Barat
Rumah | Kavling | Ruko | Gudang | Apartemen

✅ Agen properti spesialis Jakarta Barat
✅ Menerima titip jual rumah. Kami proses dengan profesional dan maksimal.
✅ Konsultasi harga pasar bersama Tim ahli dari INTERPRO
✅ Bonus foto profesional untuk properti anda (gratis) dari tim INTERPRO
✅ Baca 5 star review ⭐⭐⭐⭐⭐ kami di Google ""Interpro Properti"""
Dijual,Jual Kavling Permata Buana Hoek 229m2 Aman Banjir,"Rp 6,18 Miliar Total",Rp 27 Juta /m²,229 m² (18x13m),Lainnya,,18x13 m,Tanah,"Permata Buana, Jakarta Barat",Jakarta Barat,Permata Buana,"Dijual Kavling Permata Buana - Hoek

Jarang ada
Aman banjir

Luas tanah 229m2
Lebar 13m
Panjang 18m
Hoek Barat - Selatan
Sertifikat PPJB


Untuk informasi dan survei hubungi Frisca 08138887xxxx
Agen spesialis Permata Buana dan Puri Indah

Tersedia juga kavling Permata Buana dan rumah Permata Buana lainnya


Menerima titip jual properti di Permata Buana, Puri Indah, Kembangan, Jakarta Barat dan sekitarnya


Agen properti Permata Buana
Broker properti Permata Buana
Frisca Chou 628138xxxxxxx
Interpro Properti
Taman Permata Buana, Jakarta Barat
Rumah | Kavling | Ruko | Gudang | Apartemen"
Dijual,Kavling Puri Indah - Lebar 12 meter - Lokasi Sangat Strategis - Cluster Bagus,"Rp 6,48 Miliar Total",Rp 27 Juta /m²,240 m² (20x12m),Lainnya,20x12 m,Ada,Tanah,"Puri Indah, Jakarta Barat",Jakarta Barat,Puri Indah,"Dijual Kavling Puri Indah Cluster Bagus 
Hadap Selatan

Luas tanah 240 m2 (12 x 20)
Lebar 12 meter
Jalan lebar
Lokasi sangat bagus
Dalam Cluster
Hadap Selatan

Untuk informasi dan survey hubungi Frisca 08138887xxxx

Tersedia juga rumah Puri Indah dan kavling Puri Indah berbagai ukuran
Agen Properti Puri Indah
Agen Properti Jakarta Barat
Frisca Chou  628138xxxxxxx
Instagram: @frisca.interpro
Interpro Properti
Taman Permata Buana, Jakarta Barat
Rumah | Kavling | Ruko | Gudang | Apartemen

* Agen properti spesialis PURI INDAH Jakarta Barat
* Menerima titip jual rumah. Kami proses dengan profesional dan maksimal.
* Konsultasi harga pasar bersama Frisca
* Bonus foto profesional untuk properti anda (gratis)
* Baca 5 star review ⭐⭐⭐⭐⭐ kami di Google ""Interpro Properti"""
las4348673,Kavling 450m2 Taman Permata Buana Jalanan Lebar Muat 3 Mobil,"Rp 10,3 Miliar Total",Rp 23 Juta /m²,450 m² (30x15m),Lainnya,30x15 m,Tanah,Dijual,"Permata Buana, Jakarta Barat",Jakarta Barat,Permata Buana,"Dijual Kavling Taman Permata Buana
Jalanan Lebar 3 mobil


Luas 450 m2
Ukuran 15 x 30
Hadap Timur
Sertifikat Hak Milik (SHM)


Untuk informasi dan survei hubungi Frisca  08138887xxxx
Tersedia juga rumah Permata Buana dan kavling Permata Buana lainnya

Agen properti Permata Buana
Agen properti Jakarta Barat
Frisca Chou  628138xxxxxxx
Instagram: @frisca.interpro
Interpro Properti
Taman Permata Buana, Jakarta Barat
Rumah | Kavling | Ruko | Gudang | Apartemen

* Agen properti spesialis PERMATA BUANA Jakarta Barat
* Menerima titip jual rumah. Kami proses dengan profesional dan maksimal.
* Konsultasi harga pasar bersama Frisca
* Bonus foto profesional untuk properti anda (gratis)
* Baca 5 star review ⭐⭐⭐⭐⭐ kami di Google ""Interpro Properti"""
las3673662,Kavling No 8 samping Taman Puri Indah 250 m2,Rp 6 Miliar Total,Rp 24 Juta /m²,250 m²,Lainnya,,Tanah,Dijual,"Puri Indah, Jakarta Barat",Jakarta Barat,Puri Indah,"Nomor Angka Bagus
Angka 8
Dalam Cluster
Samping Taman

Kavling Puri Indah
Luas tanah 250m2
12.5 x 20
Kavling Hook
Hadap Selatan
PPJB
Siap Bangun
Sebelah Taman



Untuk informasi dan survey hubungi Frisca 08138887xxxx
Agen properti spesialis daerah Puri Indah, Permata Buana, Puri Kencana, Intercon, Meruya, Kedoya, Jakarta Barat dan sekitarnya
Menerima titip jual properti daerah Jakarta Barat

Tersedia juga rumah Puri Indah dan kavling Puri Indah berbagai ukuran


Agen Properti Puri Indah
Agen Properti Jakarta Barat
Frisca Chou  628138xxxxxxx
Interpro Properti
Taman Permata Buana, Jakarta Barat
Rumah | Kavling | Ruko | Gudang | Apartemen"
las8981907,Kavling Dijual Taman Permata Buana Hadap Barat - Luas 375m2,"Rp 12,3 Miliar Total","Rp 32,8 Juta /m²",375 m² (15x25m),PPJB,15x25 m,Tanah,Dijual,"Permata Buana, Jakarta Barat",Jakarta Barat,Permata Buana,"Kavling Dijual Permata Buana

Luas 375m2
Hadap Barat
Dimensi 15x25m
PPJB

Untuk Informasi dan Survey Hubungi :
Frisca  08138887xxxx

Update properti dan informasi cek :
Instagram: @frisca.interpro
Website: www.interpro.id

Interpro Properti
Jakarta Barat
Rumah | Kavling | Ruko | Gudang | Apartemen

✅ Agen properti spesialis PERMATA BUANA Jakarta Barat
✅ Menerima titip jual rumah. Kami proses dengan profesional dan maksimal.
✅ Konsultasi harga pasar bersama Tim ahli dari INTERPRO
✅ Bonus foto profesional untuk properti anda (gratis) dari tim INTERPRO
✅ Baca 5 star review ⭐⭐⭐⭐⭐ kami di Google ""Interpro Properti"""
Dijual,Kavling Dijual Taman Permata Buana Hadap Utara - Luas 144m2,"Rp 4,17 Miliar Total",Rp 29 Juta /m²,144 m² (18x8m),PPJB,,18x8 m,Tanah,"Permata Buana, Jakarta Barat",Jakarta Barat,Permata Buana,"Kavling Dijual Taman Permata Buana 
Jakarta Barat

Luas 144m2
Dimensi 8x18
Sertifikat PPJB 
Hadap Utara

Untuk Informasi dan Survey Hubungi :
Frisca  08138887xxxx

Update properti dan informasi cek :
Instagram: @frisca.interpro
Website: www.interpro.id

Interpro Properti
Jakarta Barat
Rumah | Kavling | Ruko | Gudang | Apartemen

✅ Agen properti spesialis PERMATA BUANA Jakarta Barat
✅ Menerima titip jual rumah. Kami proses dengan profesional dan maksimal.
✅ Konsultasi harga pasar bersama Tim ahli dari INTERPRO
✅ Bonus foto profesional untuk properti anda (gratis) dari tim INTERPRO
✅ Baca 5 star review ⭐⭐⭐⭐⭐ kami di Google ""Interpro Properti"""
las8845526,Kavling Hoek / Hook Siap Bangun Di Puri Botanical Meruya Jakarta Barat,"Rp 4,79 Miliar Total","Rp 14,8 Juta /m²",324 m²,HGB,,Tanah,Dijual,"Meruya, Jakarta Barat",Jakarta Barat,Meruya," DIJUAL KAVLING PURI BOTANICAL - JAK BAR

*Cluster Cordia*
LT. 324 (18×18) *Hoek*
Hadap Selatan - Barat
*Harga: 4.8M nego*

Selling Point:
- 5 menit ke pintu Tol JORR Joglo dan Meruya Srenseng
- 20 menit ke Mall Puri Indah
- 30 menit ke Area Senayan
- dekat Univ Mercu Buana

Hub: ERA Fiesta Gading Serpong 
WINDA - 08128646xxxx"
las8970021,Kavling Komersil Thamrin Center Avenue PIK2 2194m Hadap Boulevard,"Rp 76,7 Miliar Total",Rp 35 Juta /m²,2194 m²,PPJB,,Tanah,Dijual,"Pantai Indah Kapuk 2, Jakarta Utara",Jakarta Utara,Pantai Indah Kapuk 2,"Kavling Komersil Thamrin Center Avenue PIK2 2194m Hadap Boulevard

Dijual kavling siap bangun di thamrin center pik 2
Lokasi jalan utama CBD PIK 2, Dekat Tol, Menghadap menara syariah
Luas Tanah : 2194m2 
Sertifikat : PPJB
Hadap : jalan raya 

Harga Jual : 35 juta/m2 diluar PPN (nego)

More info :
Ana
HP & WA : 08131699xxxx
Call Center : 08777788xxxx
RE/MAX Premier"
las8969514,Tanah Dijual Cluster Sevila Lbk Bulus Cilandak,"Rp 1,76 Miliar Total","Rp 15,5 Juta /m²",114 m²,SHM,,Tanah,Dijual,"Cilandak, Jakarta Selatan",Jakarta Selatan,Cilandak,"Lokasi Aman Tidak Banjir
Lokasi Nyaman Tidak Kumuh
Strategis Untuk Membantu Akrifitas Anda
Dekat ke RS, Sekolah, Perkantoran, Mall, Pasar Dll"
las8756508,Jual Hanya 15 Juta Kaving Tanah Kemang Tanah Rumah Untuk Developer Perumahan Jl Kemang Timur V 2 Hektar,Rp 15 Juta Total,,20000 m²,SHM,,Tanah,Dijual,"Kemang, Jakarta Selatan",Jakarta Selatan,Kemang,"Jual Kaving Tanah Rumah Untuk Developer Perumahan Jl Kemang Timur V 2 Hektar

Luas Tanah: 19.706 m2

Harga Jual : Rp 15.000.000,-/ m2

Atau 
Rp 295 Milyar


Untuk Info Representative Hubungi:


HENGKY LIE 
FOUNDER - BOSTON PIK 2
Official Property Agent's Office for PIK 2 & Golf Island PIK

Office: Rukan Soho La Riviera Kota Belanda Block RLBB/No.06 Pantai Indah Kapuk 2
- Winner Best Innovation Agency National - RUMAH123 AWARD 2024
- Runner Up Best Performing Agency Area Pantai Indah Kapuk 1 & 2 - RUMAH123 AWARD 2024
- ⁠Marketing Of The Year Warehouse Green Sedayu Bizpark Cakung

Website: 
www.bostonpik2.com

MLS ID Boston: SK182701"
las8963261,"Jual Hanya 46 Juta Atau 8,5m Kavling Tanah Rumah Kirana Timur 280 M2 14x20 Kelapa Gading - Sell Land For House Kirana Timur 280 Sqm 14x20 Kelapa Gading",Rp 46 Juta Total,,280 m²,SHM,,Tanah,Dijual,"Kelapa Gading, Jakarta Utara",Jakarta Utara,Kelapa Gading,"Jual Hanya 46 Juta atau 8,5m Kavling Tanah Rumah Kirana Timur 280 m2 14x20 Kelapa Gading - Sell Land For House Kirana Timur 280 Sqm 14x20 Kelapa Gading


Land / Luas Tanah:  280 m2 ( 14x20 )

Direction: Timur Laut
Blok: D 11
Type: Badan

- Property Indonesia is Free Stamp Duty 0%
- Foreigner can buy: Only with passport, and can Sell again to another Foreinger or Local People 
- ⁠Foreigner Company ( PT PMA) can Buy and can Sell again to another Foreinger Company or Local People


4 Payment Method:
1. Hard Cash
2. ⁠KPG Bank / Bank Loan
3. ⁠Installment 6x
4. ⁠On call


Installment KPR Bank Loan : Rp 46.000.000,- / month
or
Sell Price : Rp 8.500.000.xxx,- 


For Representative Information Please Call:

Whatsapp: +6281183xxxx

HENGKY LIE 
Principal Boston Real Estate PIK 2 | 买卖租房子欢 
Authorized Real Estate Agency for PIK 2 Project

Office: Rukan Soho La Riviera Kota Belanda Block RLBB/No.06 Pantai Indah Kapuk 2
- Winner Best Innovation Agency National & Runner Up Best Performing Agency District Pantai Indah Kapuk 1 & 2  - RUMAH123 AWARD 2024
- Marketing of The Year Bizpark Cakung Warehouse Agung Sedayu Group
- International Real Estate Agency For Melbourne - Dubai - Malaysia

properti impian jadi nyata - bostonpik2.com

Boston ID: SK183071"
las8868866,DIJUAL 3 UNIT KAVLING SIAP BANGUN@TOSIGA KEBON JERUK LOKASI STRATEGIS JAKARTA BARAT HARGA NEGO,"Rp 13,8 Miliar Total",,868 m²,SHM,,Tanah,Dijual,"Kebon Jeruk, Jakarta Barat",Jakarta Barat,Kebon Jeruk,"DIJUAL KAVLING SIAP BANGUN 3 UNIT MENJADI SATU KESATUAN Jalan Tosiga, Kebon Jeruk Jakarta Barat
Bentuk Kavling Kotak 
Kav 1 : Uk. 600 m
Kav 2 : Uk. 214 m
Kav 3 : Uk. 54 m
Lebar kavling depan 24,2 m
Lebar kavling belakang 26,2 m
Panjang kavling 38,7 m 
DIJUAL SATU KESATUAN
Surat SHM on Hand 
AKSES STRATEGIS 
3O Menit menuju Alam Sutera Tangerang 
20 Menit menuju Sudirman Jakarta Pusat 
40 Menit menuju BSD Tangerang dan sekitarnya 
HARGA Rp 16 juta / meter nego 
Segera Hub Regina Gading Pro untuk survey : 
WA / Call : 081610xxxx
Tiktok : @Reginahakim26
IG : property_reginahakim
Youtube : @Reginahakim26"
las8672150,Dijual Kavling Residential PIK 2 10x25,"Rp 5,62 Miliar Total","Rp 22,5 Juta /m²",250 m²,HGB,,Tanah,Dijual,"Pantai Indah Kapuk 2, Jakarta Utara",Jakarta Utara,Pantai Indah Kapuk 2,"Dijual
Kavling Residensial PIK 2
Luas Tanah 10x25 ( 250m2)
Hadap Utara
Siap Bangun
Row Jalan Besar
Lokasi Dekat dengan Danau
Lingkungan Asri 
Ada fasilitas jogging track mengelilingi danau
Ada Fasilitas Club House 
One Gate System
Cluster

Dijual Cepat dan Murah
23jt/Meter

Yoke
Icon Property PIK
08129664xxxx"
las8934182,Lahan Komersial Yos Sudarso Sunter Tj Priok Jarang Ada Harga Njop,Rp 228 Miliar Total,Rp 25 Juta /m²,9155 m² (183x50m),HGB,183x50 m,Tanah,Dijual,"Sunter, Jakarta Utara",Jakarta Utara,Sunter,"Tanah di Sunter.

Temukan tanah 1 lantai yang asri ini,  dijual menawarkan lingkungan fasilitas bisnis yang lengkap, cocok untuk Anda yang menginginkan lokasi bisnis yang strategis dekat ke Tanjung Priok dan Tol lingkar dalam

Spesifikasi Utama Properti:
  - Sertifikat: HGB - Hak Guna 
Bangunan
  - terdiri dari 2 sertipikat
  - Kepemilikan PT

Fitur unggulan:

  - Bebas Banjir.
  - Dekat Akses Pelabuhan.
  - Dekat Akses KRL.
  - Dekat Akses Bandara.
  - Dekat Pusat Perbelanjaan.
  - Dekat Tempat Wisata.
  - Lokasi di Pusat Kota.
  - Lokasi Pinggiran Kota.
  - Cocok Untuk Investasi.
  - Cocok Untuk Dijual Kembali.
  - Akses Jalan Muat 4 Mobil.
  - Lokasi Strategis.
  - Lokasi Bebas Banjir.
  - Hitungan Tanah Kavling.
  - Hitungan Tanah Meter Persegi.
  - Kondisi Tanah Kosong.

Berlokasi di area Sunter, tanah ini memberikan kemudahan akses ke berbagai fasilitas menarik. karena berdampingan dengan perusahaan besar yang aksis, seperti Astra

Dengan harga Rp. 250000xxxx Sesuai NJOP ) tidak termasuk PPN anda bisa memiliki lokasi usah terbaik untuk menjalankan bisnis Anda baik untuk Show Room, Gudang maupun peruntukan lainnya. Jangan lewatkan kesempatan untuk menikmati investasi di kawasan Sunter yang nyaman ini!

Hubungi segera untuk informasi lebih lanjut!"
las3594655,Jual Tanah/kavling Murah Di Mayang Permai Pik. Posisi Bagus.,"Rp 17,1 Miliar Total",Rp 31 Juta /m²,552 m² (25x16m),PPJB,25x16 m,Tanah,Dijual,"Pantai Indah Kapuk, Jakarta Utara",Jakarta Utara,Pantai Indah Kapuk,"Owner serius untuk jual! Unit langka Tanah/Kavling Murah di  Pantai Indah Kapuk. Posisi Bagus 

DIJUAL RARE UNIT
KAVLING PIK
MAYANG PERMAI
UK 17x32
LT 552 m² 
SERTIFIKAT PPJB
HADAP UTARA
HARGA 31JT/M NEGO


Cipto - Icon Property Pik
wa.me/628778xxxxxxx"
Dijual,"TERMURAH, BUTUH JUAL SEGERA TANAH/KAVLING VILLA PASIR PUTIH 250m2","Rp 22,5 Juta Total",,200 m² (10x20m),SHM,,10x20 m,Tanah,"Pantai Indah Kapuk 2, Jakarta Utara",Jakarta Utara,Pantai Indah Kapuk 2,"Tanah di Pantai Indah Kapuk 2, Jakarta Utara. Cluster VILLA PASIR PUTIH 6
Uk 10x20
Bisa cicilan atau Cash Keras
Harga jadi 23.75jt/m2

FOR MORE : 
CIPTO - ICON PROPERTY PIK
08778156xxxx

Wilayah yang tenang. Dengan rinciannya adalah sebagai berikut:
  - Sertifikat: SHM - Sertifikat Hak Milik

Dan properti ini juga unggul karena:

  - Cicilan Bertahap.
  - Bebas Banjir.
  - Dekat Tempat Wisata.
  - Dekat Tempat Ibadah.
  - Dekat Taman Kota.
  - Bisa KPR.

Lokasi tanah ini terjangkau, hanya selangkah menuju berbagai fasilitas utama dan menarik.

Dengan Rp. 23.750.000, anda dapat langsung dapatkan tanah terbaik di daerah Pantai Indah Kapuk 2 ini."
las8873585,dijual kavling sunter,"Rp 4,32 Miliar Total",Rp 24 Juta /m²,180 m²,SHM,,Tanah,Dijual,"Sunter, Jakarta Utara",Jakarta Utara,Sunter,"Jual Cepat, Harga Nego, bisa dibantu KPR, Bebas Banjir, Lokasi OK, Jarang ada, Nego sampai DEAL...

Terima Titip Jual Beli Sewa Properti

Untuk info lebih lanjut silahkan hubungi :

Yuli - 0816192xxxx"
Dijual,FOR SALE KAVLING KOMERSIAL WALL STREET DI BOULEVARD PREMIUM DAN SIAP BANGUN!!,"Rp 45,8 Miliar Total",Rp 23 Juta /m²,1992 m² (40x50m),Lainnya,,40x50 m,Tanah,"Pantai Indah Kapuk 2, Jakarta Utara",Jakarta Utara,Pantai Indah Kapuk 2,"DIJUAL CEPAT
Tanah luas di boulevard dan siap pakai PIK 2 ❤‍"
las8986543,Kavling Pasir Putih Pik2 Paling Murah Cocok Buat Invest,"Rp 5,62 Miliar Total","Rp 22,5 Juta /m²",250 m²,PPJB,,Tanah,Dijual,"Pantai Indah Kapuk 2, Jakarta Utara",Jakarta Utara,Pantai Indah Kapuk 2,"Kesempatan terbatas buat Anda dapatkan tanah nyaman dengan return investasi tinggi di Pantai Indah Kapuk 2, Jakarta Utara.

Tanah ini menawarkan lokasi yang strategis serta memiliki nilai tepat yang siap untuk segera Anda miliki, utamanya bagi Anda yang mencari hunian di lokasi yang dekat dengan fasilitas umum.

Detail Properti ini adalah:
  - Sertifikat: PPJB

Tidak hanya itu, namun properti ini juga memiliki keunggulan sebagai berikut:

  - Bebas Banjir.
  - Dekat Sekolah Internasional.
  - Dekat Pusat Perbelanjaan.
  - Dekat Taman Kota.
  - Dekat Universitas.
  - Lokasi di Pusat Kota.
  - Adem & Sejuk.
  - Cocok Untuk Investasi.
  - Cocok Untuk Dijual Kembali.
  - Properti Bisa Nego.

Lokasi Strategis terletak di Pantai Indah Kapuk 2, properti ini memudahkan akses Anda ke fasilitas-fasilitas utama dan unggulan

Harga yang sangat kompetitif yaitu, Rp. 22.500.000 per meter tanah ini siap menjadi milik Anda!
 
Hubungi  
Lia natalia   
Ritzland property 
Jual - beli - sewa - invest property
 Pik - pik2 - golf island  
Terima kasih "
Tanah,Di Jual Kavling Golf Island Uk 12x30 Pik 2 Harga Bu,"Rp 7,92 Miliar Total",Rp 22 Juta /m²,360 m² (30x12m),Lainnya,,30x12 m,Ada,"Pantai Indah Kapuk, Jakarta Utara",Jakarta Utara,Pantai Indah Kapuk,"Di Jual Kavling Golf Island Uk 12x30 Pik 2 Harga Bu

di jual
kavling
golf island
uk
12x30
pik 2
harga bu
pantai indah kapuk

Untuk Informasi Lebih Lanjut Bisa Menghubungi.
fadli Lot Property
jual, Beli, Sewa. Apartement, Rumah, Kavling. Bisa Menghubungi Nomor
https://api.whatsapp.com/send?phone=628211xxxxxxx
wa : 082110955xxx. / 0895332880xxx.

untuk Info Listing Yg Lain Bisa Klik Link Fadlilot.agenproperti.com"
las8972667,Tanah Siap Bangun Kelapa Gading Timur Jakarta,"Rp 11,5 Miliar Total",Rp 23 Juta /m²,500 m²,SHM,,Tanah,Dijual,"Kelapa Gading, Jakarta Utara",Jakarta Utara,Kelapa Gading,"Tanah di Kelapa Gading.

Tanah dilokasi produktif
dekat pasar Inpres Kelapa Gading
lingkungan hidup, ramai
posisi terbaik untuk berbagai usaha

Spesifikasi Utama Properti:
  - Sertifikat: SHM

Fitur unggulan:

  - Bisa KPR.
  - Bebas Banjir.
  - Dekat Akses Transjakarta.
  - Dekat Sekolah Internasional.
  - Dekat Pusat Perbelanjaan.
  - Dekat Sekolah Negeri.
  - Dekat Taman Kota.
  - Lokasi di Pusat Kota.
  - Dekat Kawasan Bisnis & Industri.
  - Properti Bisa Nego.
  - Akses Jalan Muat 2 Mobil.
  - Hitungan Tanah Kavling.
  - Hitungan Tanah Kosong.

Berlokasi di Kelapa Gading, tanah ini memberikan kemudahan akses ke berbagai fasilitas menarik.

Dengan harga Rp. 25jt per m2, anda bisa memiliki hunian ataupun tempat usaha terbaik yang sudah siap huni bangun.

Jangan lewatkan kesempatan untuk menikmati pengalaman tinggal di kawasan Kelapa Gading yang nyaman ini!
dapat lokasinya... dapat cuannya

Hubungi segera untuk informasi lebih lanjut! Tio 08121394xxxx"
las8938764,HOT KAVLING! DIJUAL KAVLING TANAH DI GADING RESIDENCE LUAS 267M2,"Rp 5,34 Miliar Total",Rp 20 Juta /m²,267 m²,HGB,,Tanah,Dijual,"Kelapa Gading, Jakarta Utara",Jakarta Utara,Kelapa Gading,"HOT KAVLING!! Dijual Kavling Kelapa Gading di Gading Residence (sebelah sekolah Raffles School) luas 267m2.

Jalan lebar, Cluster Gate system, Lokasi strategis, Lingkungan nyaman dan tenang, Keamanan 24 jam. 

Spesifikasi:
LT 12x22 = 267 m2
Hadap Utara Barat (Hoek)
HGB (sudah diperpanjang sampai tahin 2042)

Harga = 20 Juta/m2. Nego
Bisa KPR (dibantu sampai goal)

Terima titip jual dan sewa Rumah/Ruko/Apartemen/Gudang/tanah sekitar Kelapa Gading dan Sunter. 

Jika berminat hub:
Ronald
0812 8110 4xxx
0819 0551 1xxx"
las8971423,DI JUAL TANAH KOMERSIL TEPI JALAN CAWANG,Rp 17 Miliar Total,,497 m²,SHM,,Tanah,Dijual,"Cawang, Jakarta Timur",Jakarta Timur,Cawang,"DI Jual Tanah di Cawang, Jakarta Timur.

- Sertifikat Hak Milik sudah memiliki IMB: -

Dan properti ini juga terdepan karena:

- Dekat Akses KRL.
- Dekat Akses Transjakarta.
- Dekat Akses Bus Kota.
- Dekat Akses LRT.
- Dekat Pusat Perbelanjaan.
- Dekat Sekolah Internasional.
- Dekat Sekolah Negeri.
- Dekat Universitas.
- Dekat Fasilitas Kesehatan.

Keberadaan tanah ini terjangkau, hanya selangkah menuju berbagai fasilitas utama dan menarik. Cocok tempat usaha  dan perkantoran

Hanya Rp. 17.000.000.xxx, anda dapat langsung dapatkan tanah istimewa di daerah Cawang."
las8933816,TANAH DIJUAL DI WIJAYA TIMUR RAYA PETOGOGAN KEBAYORAN BARU,Rp 35 Miliar Total,,2900 m² (72x40m),HGB,72x40 m,Tanah,Dijual,"Kebayoran Baru, Jakarta Selatan",Jakarta Selatan,Kebayoran Baru,"Tanah Dijual Di Wijaya Timur Raya Petogogan Kebayoran Baru Jakarta Selatan

Jual Cepat Harga NJOP 3 Rumah Tua Nempel Hitung Tanah, Murah dibawah Pasar Cocok utk Bangun Townhouse

Luas Tanah 2900
Surat SHGB

Open Price 35 M Nego Sampai Deal

Harga Jual 12 juta/mtr
Harga Pasar 25 juta/mtr

Dapatkan Best Deal Dan Hadiah Menarik Dengan Menghubungi :

Abdullah Rifki S.S | 0811990xxxx
PT. Arbie Propertindo Konsultan
www.MakelaRumah.com"
